Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Nordjevel,Rovdyr,28.00,0.21,0.97,8.00,-6.64,1.00,0.11,0.01,0.59,0.26,0.14,132.44,327985.00,4.00,8.00
Juice WRLD,Come & Go (with Marshmello),84.00,0.63,0.81,0.00,-5.18,1.00,0.07,0.02,0.01,0.16,0.54,144.99,205485.00,4.00,9.00
Soundgarden,Rusty Cage,63.00,0.31,0.92,9.00,-7.60,1.00,0.10,0.01,0.01,0.06,0.27,101.88,266200.00,4.00,10.00
Jenny O.,God Knows Why,31.00,0.46,0.66,4.00,-7.34,1.00,0.03,0.53,0.19,0.23,0.72,82.98,181755.00,4.00,1.00
„Çµ„ÇØ„É©SAKURA-LEE,Friends,32.00,0.72,0.60,6.00,-13.25,1.00,0.30,0.05,0.01,0.45,0.80,123.45,169551.00,4.00,6.00
Agnostic Front,Gotta Go,52.00,0.22,0.95,0.00,-5.19,1.00,0.14,0.01,0.01,0.13,0.23,196.76,214667.00,4.00,8.00
Shola Ama,Imagine - Asylum Remix,51.00,0.79,0.85,1.00,-6.06,1.00,0.11,0.04,0.04,0.15,0.96,128.57,340693.00,4.00,5.00
M√∂tley Cr√ºe,Home Sweet Home,69.00,0.40,0.78,5.00,-6.42,1.00,0.04,0.10,0.01,0.12,0.15,76.33,240933.00,4.00,10.00
Tortoise,Ten-Day Interval,36.00,0.79,0.42,9.00,-15.91,0.00,0.16,0.89,0.84,0.31,0.35,150.49,284667.00,3.00,10.00
Eviatar Banai,◊õ◊ú◊ï◊ù ◊ú◊ê ◊¢◊¶◊ï◊ë,33.00,0.44,0.46,0.00,-9.82,1.00,0.04,0.56,0.01,0.43,0.50,127.05,166240.00,4.00,10.00
Night Tempo,Big City Night,37.00,0.80,0.85,9.00,-8.22,0.00,0.42,0.08,0.11,0.07,0.64,118.01,197288.00,4.00,6.00
Tash Sultana,Willow Tree (feat. Jerome Farah),45.00,0.38,0.73,8.00,-5.65,0.00,0.20,0.19,0.01,0.15,0.52,174.95,199062.00,4.00,6.00
Luh Kel,F Love,58.00,0.64,0.71,0.00,-4.08,0.00,0.04,0.31,0.01,0.10,0.23,143.06,179372.00,4.00,5.00
Daryl Hall & John Oates,Rich Girl,73.00,0.57,0.68,5.00,-6.64,1.00,0.18,0.46,0.01,0.09,0.82,169.52,142787.00,4.00,10.00
Backstreet Boys,My Beautiful Woman,34.00,0.71,0.79,1.00,-3.30,1.00,0.04,0.01,0.01,0.10,0.87,105.05,3.64,4.00,9.00
TesseracT,Juno,48.00,0.59,0.90,5.00,-6.35,0.00,0.05,0.01,0.01,0.14,0.26,108.01,312789.00,3.00,8.00
Pearl Jam,Dance Of The Clairvoyants,58.00,0.74,0.71,11.00,-7.74,0.00,0.04,0.01,0.01,0.08,0.65,113.97,265307.00,4.00,10.00
AlienBlaze,Hate Me,34.00,0.71,0.31,1.00,-15.33,1.00,0.07,0.78,0.01,0.09,0.19,107.95,166139.00,4.00,1.00
The Nice,The Thoughts Of Emerlist Davjack - 2009 Digital Remaster,41.00,0.41,0.56,10.00,-11.17,1.00,0.03,0.10,0.01,0.15,0.28,140.75,254707.00,4.00,10.00
Villain of the Story,Stuck,46.00,0.42,0.81,4.00,-4.73,0.00,0.03,0.01,0.01,0.07,0.10,95.07,237474.00,4.00,8.00
3TEETH,PRESIDENT X,37.00,0.48,0.96,1.00,-5.41,1.00,0.11,0.01,0.22,0.13,0.16,101.05,220587.00,4.00,8.00
Naliya,Handshakes,1.00,0.76,0.46,8.00,-7.25,1.00,0.05,0.10,0.01,0.08,0.79,139.96,154458.00,4.00,9.00
The Bops,Runnin',16.00,0.49,0.61,9.00,-8.11,0.00,0.02,0.29,0.77,0.34,0.35,99.98,175307.00,4.00,9.00
Twenty One Pilots,Ride,82.00,0.65,0.71,6.00,-5.36,1.00,0.04,0.01,0.01,0.11,0.57,74.99,214507.00,4.00,10.00
Hegge,New Bromance,44.00,0.57,0.72,3.00,-6.93,1.00,0.04,0.67,0.06,0.29,0.86,140.09,5.45,4.00,7.00
Mike Posner,Please Don't Go,75.00,0.70,0.88,4.00,-3.90,0.00,0.03,0.01,0.05,0.13,0.66,120.02,3.28,4.00,9.00
Foo Fighters,Chasing Birds,56.00,0.62,0.53,2.00,-7.30,1.00,0.02,0.04,0.02,0.11,0.37,143.99,252293.00,4.00,1.00
FEELS,Car,21.00,0.49,0.68,2.00,-6.91,1.00,0.03,0.08,0.23,0.17,0.87,87.24,147187.00,4.00,10.00
"nothing,nowhere.",nightmare,59.00,0.53,0.91,9.00,-3.84,0.00,0.09,0.04,0.01,0.31,0.43,139.91,174023.00,4.00,10.00
Lata Mangeshkar,Panditji Mere Marne Ke Baad,9.00,0.40,0.59,9.00,-9.16,1.00,0.08,0.85,0.01,0.15,0.77,108.80,6.19,4.00,3.00
blink-182,The Rock Show,68.00,0.41,0.96,9.00,-4.56,1.00,0.09,0.01,0.01,0.08,0.83,193.16,171600.00,4.00,10.00
"Hugo Alfvén, Ulf Schneider, Jan Philip Schulze","The Sleeping Forest, Op. 28 No. 6",26.00,0.19,0.01,1.00,-32.80,1.00,0.04,0.99,0.34,0.07,0.04,104.29,2.44,3.00,7.00
Monuments,Leviathan,45.00,0.58,0.97,10.00,-3.69,0.00,0.16,0.01,0.05,0.09,0.49,106.01,274528.00,4.00,8.00
Junior Mesa,All Or Nothin,45.00,0.61,0.63,5.00,-7.87,0.00,0.06,0.24,0.01,0.15,0.71,74.98,148083.00,4.00,6.00
carpetgarden,Beautiful Mind,45.00,0.68,0.73,9.00,-9.30,1.00,0.07,0.06,0.01,0.36,0.56,95.75,199500.00,4.00,6.00
ILLENIUM,Sideways,73.00,0.48,0.73,5.00,-5.86,1.00,0.05,0.06,0.01,0.25,0.39,141.90,251831.00,4.00,9.00
Dr. John,Mama Roux,42.00,0.84,0.39,5.00,-15.20,1.00,0.04,0.56,0.01,0.10,0.81,128.23,180600.00,4.00,2.00
TU,Absinthe & A Cracker,26.00,0.66,0.73,7.00,-7.20,1.00,0.05,0.01,0.87,0.27,0.28,123.47,340933.00,5.00,10.00
Moshe Peretz,◊ñ◊ô◊ß◊ï◊ß◊ô◊ù,30.00,0.53,0.66,2.00,-4.55,0.00,0.03,0.18,0.01,0.26,0.25,82.02,226933.00,4.00,9.00
Little Hurt,Messed Up,44.00,0.59,0.76,2.00,-5.56,1.00,0.04,0.05,0.01,0.32,0.66,95.02,156947.00,4.00,10.00
Blur,Beetlebum - 2012 Remaster,58.00,0.54,0.63,0.00,-7.11,1.00,0.02,0.08,0.01,0.28,0.81,89.73,305213.00,4.00,6.00
Ulrich Schnauss,On My Own - 2019 remaster,42.00,0.40,0.66,11.00,-10.00,1.00,0.04,0.09,0.95,0.36,0.19,139.86,399720.00,4.00,6.00
Arlo Parks,Black Dog,57.00,0.67,0.55,1.00,-8.03,0.00,0.04,0.69,0.02,0.12,0.38,86.39,228760.00,4.00,6.00
Rotting Christ,Demonon Vrosis,43.00,0.49,0.94,9.00,-3.15,0.00,0.08,0.01,0.64,0.14,0.22,107.99,296173.00,4.00,8.00
Shlomo Artzi,◊™◊ó◊™ ◊©◊û◊ô ◊ô◊ù ◊î◊™◊ô◊õ◊ï◊ü,32.00,0.63,0.32,4.00,-15.17,0.00,0.03,0.73,0.01,0.13,0.38,85.41,350960.00,4.00,10.00
Tall Juan,Atlantico,27.00,0.60,0.51,9.00,-8.32,1.00,0.04,0.16,0.01,0.42,0.51,120.40,190297.00,4.00,1.00
R√∫nahild,Seidr√∫nar,42.00,0.51,0.57,0.00,-11.18,1.00,0.05,0.08,0.01,0.10,0.09,119.97,489411.00,4.00,8.00
All Them Witches,Bulls,39.00,0.23,0.60,5.00,-6.87,1.00,0.04,0.04,0.74,0.09,0.10,103.20,400853.00,3.00,10.00
South of Eden,Dancing With Fire,35.00,0.28,0.94,6.00,-4.88,1.00,0.06,0.01,0.16,0.40,0.62,102.22,256663.00,4.00,10.00
The 1975,The Sound,62.00,0.65,0.94,0.00,-4.75,1.00,0.08,0.09,0.01,0.48,0.57,120.71,248880.00,4.00,10.00
Narendra Chanchal,Beshak Mandir Masjid Todo,13.00,0.40,0.41,9.00,-14.05,1.00,0.04,0.88,0.01,0.21,0.61,82.80,3.61,4.00,3.00
As I Lay Dying,The Darkest Nights,52.00,0.37,0.98,8.00,-4.26,1.00,0.06,0.01,0.01,0.18,0.85,175.01,231827.00,4.00,8.00
Here At Last,Tongue,43.00,0.85,0.67,2.00,-4.88,1.00,0.09,0.21,0.01,0.08,0.78,112.04,162617.00,4.00,9.00
TAUR,Chicago,28.00,0.75,0.54,0.00,-8.73,0.00,0.07,0.21,0.01,0.09,0.65,119.99,234933.00,4.00,6.00
Freddie King,I'm Tore Down,11.00,0.53,0.36,9.00,-12.27,0.00,0.05,0.77,0.01,0.10,0.91,130.25,157933.00,4.00,2.00
Shinedown,How Did You Love - Acoustic,53.00,0.52,0.46,2.00,-7.88,0.00,0.04,0.14,0.01,0.10,0.61,185.95,185955.00,4.00,9.00
Apoorva Krishna,Transcend,12.00,0.58,0.58,8.00,-7.05,1.00,0.07,0.40,0.72,0.06,0.49,127.03,577000.00,4.00,6.00
Pantera,Hollow,56.00,0.27,0.69,11.00,-10.88,1.00,0.03,0.01,0.05,0.05,0.35,100.08,345733.00,4.00,8.00
Common,The Corner,49.00,0.73,0.82,10.00,-7.12,0.00,0.24,0.02,0.01,0.09,0.47,156.41,225333.00,4.00,5.00
Keef Hartley Band,Just To Cry,22.00,0.64,0.26,0.00,-16.84,0.00,0.03,0.57,0.68,0.12,0.21,124.11,380133.00,4.00,10.00
Charley Pride,Is Anybody Goin' to San Antone,46.00,0.71,0.41,2.00,-11.14,1.00,0.03,0.55,0.01,0.17,0.88,116.63,2.22,4.00,4.00
Wayward Sons,Even up the Score,31.00,0.36,0.97,1.00,-2.79,1.00,0.05,0.01,0.07,0.09,0.63,166.86,185527.00,4.00,10.00
Korn,Here To Stay,55.00,0.56,0.95,2.00,-5.00,1.00,0.04,0.01,0.83,0.37,0.35,100.00,270960.00,4.00,8.00
Lifehouse,Into The Sun,42.00,0.51,0.61,0.00,-6.20,1.00,0.02,0.01,0.01,0.08,0.36,135.91,319560.00,4.00,10.00
Moment Joon,DISTANCE,26.00,0.79,0.52,4.00,-9.46,0.00,0.10,0.35,0.06,0.14,0.15,130.01,243926.00,4.00,9.00
Samantha Crain,Holding to the Edge of Night,31.00,0.47,0.32,8.00,-11.86,1.00,0.03,0.62,0.02,0.15,0.03,109.84,283080.00,4.00,1.00
Yves Tumor,Romanticist,52.00,0.58,0.70,7.00,-7.24,0.00,0.08,0.02,0.01,0.54,0.65,94.01,106102.00,4.00,6.00
Avraham Tal,◊ê◊†◊ô ◊©◊ú◊ö,43.00,0.62,0.60,1.00,-6.35,1.00,0.03,0.26,0.01,0.10,0.40,124.01,193548.00,4.00,9.00
Run The Jewels,ooh la la (feat. Greg Nice & DJ Premier),61.00,0.69,0.82,11.00,-5.41,1.00,0.34,0.16,0.01,0.24,0.41,170.08,183827.00,4.00,5.00
–ß—ë—Ä–Ω–∞—è –†–µ—á–∫–∞,–î—Ä—É–≥,43.00,0.44,0.88,11.00,-5.49,0.00,0.03,0.43,0.59,0.18,0.45,146.97,196824.00,4.00,6.00
Paul McCartney,Find My Way,50.00,0.67,0.82,5.00,-5.25,1.00,0.03,0.01,0.01,0.34,0.40,122.98,234754.00,4.00,10.00
Angels & Airwaves,The Adventure,51.00,0.54,0.88,11.00,-5.99,1.00,0.05,0.05,0.01,0.13,0.19,144.16,312533.00,4.00,10.00
Jeff Beck,Blues Deluxe,17.00,0.46,0.60,5.00,-10.69,1.00,0.05,0.54,0.33,0.85,0.46,133.48,450133.00,3.00,2.00
The Score,Money Run Low,60.00,0.65,0.93,7.00,-3.98,0.00,0.05,0.02,0.01,0.31,0.80,134.05,185467.00,4.00,10.00
"Francis Poulenc, Françoise Groben, Alexandre Tharaud","Cello Sonata, FP 143: Cavatine: Tres calme",35.00,0.22,0.02,10.00,-24.98,0.00,0.04,0.99,0.87,0.14,0.04,122.18,6.38,4.00,7.00
Death From Above 1979,Trainwreck 1979,49.00,0.55,0.91,8.00,-4.87,1.00,0.05,0.01,0.03,0.20,0.23,135.04,226689.00,4.00,10.00
Harlea,Miss Me,25.00,0.51,0.87,3.00,-4.45,0.00,0.03,0.01,0.12,0.30,0.52,97.01,221623.00,4.00,10.00
MY BABY,Seeing Red,39.00,0.90,0.37,5.00,-10.65,0.00,0.10,0.17,0.05,0.07,0.52,127.21,296533.00,4.00,2.00
Paul Young,"Every Time You Go Away - Live at Live Aid, Wembley Stadium, 13th July 1985",29.00,0.56,0.81,5.00,-6.31,1.00,0.06,0.12,0.01,0.70,0.66,87.05,7.07,4.00,9.00
Subliminal,Free - Afro Beat,21.00,0.79,0.82,2.00,-4.69,1.00,0.05,0.15,0.01,0.09,0.85,115.99,274489.00,4.00,5.00
R3HAB,We Do - Acoustic,41.00,0.56,0.28,10.00,-11.25,0.00,0.04,0.80,0.01,0.16,0.72,143.85,149167.00,4.00,9.00
Lauv,"fuck, i‚Äôm lonely - stripped",46.00,0.74,0.38,9.00,-6.84,1.00,0.05,0.21,0.01,0.07,0.73,95.07,187333.00,4.00,9.00
Agnes Obel,Parliament Of Owls,45.00,0.21,0.24,11.00,-17.04,0.00,0.04,0.92,0.94,0.15,0.12,119.35,149752.00,3.00,1.00
Black Eyed Peas,RITMO (Bad Boys For Life),79.00,0.72,0.72,10.00,-7.04,0.00,0.07,0.03,0.01,0.24,0.67,104.99,221714.00,4.00,9.00
Freya Ridings,Castles - Acoustic,48.00,0.48,0.28,4.00,-4.32,1.00,0.03,0.91,0.01,0.10,0.21,107.26,199535.00,4.00,9.00
Car Seat Headrest,Fill in the Blank,55.00,0.34,0.83,9.00,-7.24,1.00,0.06,0.01,0.01,0.06,0.50,162.79,244507.00,4.00,1.00
The Lonely Island,Jack Sparrow,59.00,0.72,0.71,8.00,-5.24,1.00,0.22,0.02,0.01,0.04,0.42,97.01,187747.00,4.00,9.00
Sharada,Mere Alibaba,4.00,0.53,0.80,9.00,-5.62,1.00,0.06,0.64,0.01,0.37,0.77,114.31,3.87,4.00,3.00
Oasis,I Am The Walrus - Live,27.00,0.25,0.98,4.00,-3.33,1.00,0.15,0.01,0.63,0.38,0.04,99.38,385867.00,4.00,10.00
Rammstein,Du hast,72.00,0.64,0.92,9.00,-6.28,0.00,0.04,0.01,0.06,0.33,0.72,125.11,234227.00,4.00,8.00
Amyl and The Sniffers,Some Mutts (Can't Be Muzzled),36.00,0.34,0.95,3.00,-2.22,0.00,0.08,0.01,0.01,0.10,0.47,86.18,159566.00,4.00,6.00
Papa Roach,Between Angels And Insects,66.00,0.52,0.96,2.00,-3.21,0.00,0.06,0.01,0.01,0.20,0.34,93.47,234467.00,4.00,8.00
Jades Goudreault,nuh uh,53.00,0.92,0.59,1.00,-2.98,1.00,0.12,0.05,0.01,0.07,0.57,98.00,151686.00,4.00,9.00
Elliott,Calm Americans,31.00,0.46,0.94,6.00,-6.14,1.00,0.07,0.05,0.01,0.16,0.28,160.21,265973.00,4.00,10.00
Westlife,Walk Away,0.00,0.58,0.75,7.00,-4.65,1.00,0.03,0.07,0.01,0.16,0.65,137.99,3.98,4.00,9.00
Red Hot Chili Peppers,Californication,81.00,0.59,0.77,9.00,-2.79,0.00,0.03,0.01,0.01,0.13,0.33,96.48,329733.00,4.00,10.00
Yehudit Ravitz,◊ê◊™ ◊î◊õ◊ú ◊ê◊ñ◊õ◊ï◊®,11.00,0.28,0.16,4.00,-11.95,0.00,0.04,0.84,0.01,0.09,0.14,73.58,255600.00,5.00,10.00
MISSIO,Bottom Of The Deep Blue Sea,61.00,0.57,0.75,4.00,-4.79,1.00,0.03,0.02,0.01,0.10,0.24,132.96,231587.00,4.00,10.00
Hadag Nahash,◊ô◊ï◊ù ◊©◊ô◊©◊ô,42.00,0.75,0.59,9.00,-7.04,0.00,0.04,0.04,0.01,0.13,0.50,130.03,242160.00,4.00,5.00
Prasanna,Pot Belly Blues,12.00,0.50,0.64,0.00,-10.52,1.00,0.03,0.26,0.90,0.06,0.98,105.64,292467.00,4.00,6.00
Les Petits Pilous,Wake Up - Original,17.00,0.82,0.73,7.00,-6.59,0.00,0.42,0.01,0.02,0.06,0.03,132.02,238400.00,4.00,1.00
Toby Keith,I Wanna Talk About Me,61.00,0.77,0.87,5.00,-5.19,1.00,0.05,0.17,0.01,0.13,0.68,106.06,3.07,4.00,4.00
Luke Bryan,Waves,72.00,0.49,0.77,1.00,-4.31,1.00,0.06,0.06,0.01,0.11,0.37,136.05,3.81,4.00,4.00
beabadoobee,"Yoshimi, Forest, Magdalene",40.00,0.48,0.84,11.00,-4.53,0.00,0.04,0.01,0.01,0.35,0.43,108.03,204280.00,4.00,6.00
DJ Eq,Ultra 45 - Original Mix,29.00,0.97,0.78,8.00,-6.26,1.00,0.38,0.02,0.12,0.15,0.66,124.82,292788.00,4.00,6.00
The Yardbirds,For Your Love,58.00,0.29,0.62,2.00,-10.10,1.00,0.04,0.24,0.01,0.09,0.62,94.45,150627.00,4.00,10.00
"Keith Urban, Carrie Underwood",The Fighter,62.00,0.68,0.85,11.00,-5.15,0.00,0.05,0.03,0.01,0.20,0.76,132.02,3.07,4.00,4.00
The Who,Baba O'Riley,16.00,0.49,0.72,5.00,-8.37,1.00,0.04,0.31,0.19,0.29,0.15,117.29,5.01,4.00,10.00
Whodini,Freaks Come Out at Night,34.00,0.87,0.86,1.00,-3.34,1.00,0.17,0.04,0.01,0.03,0.71,100.75,282867.00,4.00,5.00
byelian,Thud,34.00,0.63,0.61,4.00,-7.05,0.00,0.12,0.05,0.18,0.19,0.21,90.03,204667.00,4.00,6.00
Pini Hadad,Ohev Aval Meziuti,18.00,0.65,0.81,1.00,-5.85,0.00,0.03,0.36,0.01,0.10,0.83,110.03,228493.00,4.00,9.00
The Very End,Zeitgeist,31.00,0.48,1.00,1.00,-3.14,1.00,0.10,0.01,0.01,0.13,0.26,94.99,240240.00,4.00,8.00
Napalm Death,Scum,41.00,0.18,0.95,4.00,-7.72,1.00,0.10,0.01,0.80,0.09,0.22,83.35,158200.00,3.00,8.00
Earl Hooker,Two Bugs And A Roach,49.00,0.52,0.57,9.00,-12.58,1.00,0.08,0.65,0.01,0.10,0.81,135.45,259760.00,4.00,2.00
Kuttem Reese,No Statements (feat. Lil Durk),58.00,0.84,0.83,7.00,-5.48,1.00,0.33,0.07,0.01,0.13,0.79,149.97,172389.00,4.00,5.00
Shungudzo,To be me,0.00,0.57,0.28,10.00,-8.55,1.00,0.03,0.90,0.01,0.10,0.23,119.51,201062.00,4.00,6.00
Talos,See Me,39.00,0.44,0.66,0.00,-6.03,1.00,0.04,0.25,0.01,0.11,0.15,168.04,230680.00,4.00,6.00
T. Rex,20th Century Boy - 2012 Remaster,54.00,0.43,0.95,9.00,-6.12,1.00,0.05,0.01,0.01,0.15,0.72,135.30,218666.00,4.00,6.00
POORSTACY,Public Enemy,0.00,0.52,0.97,3.00,-3.84,0.00,0.49,0.01,0.01,0.33,0.48,179.92,149500.00,4.00,10.00
DJ Perro,Jazztas,27.00,0.65,0.88,9.00,-8.62,0.00,0.13,0.01,0.59,0.09,0.72,130.02,302869.00,4.00,10.00
The Beach Boys,Surfin' U.S.A. - Remastered 2001,72.00,0.55,0.85,3.00,-5.97,1.00,0.04,0.66,0.01,0.11,0.97,159.23,149373.00,4.00,10.00
Concha Piquer,A la lima y al lim√≥n - Remastered,27.00,0.55,0.40,0.00,-11.65,1.00,0.11,0.97,0.01,0.38,0.77,82.88,195779.00,4.00,9.00
Kygo,Gone Are The Days (feat. James Gillespie),79.00,0.53,0.45,4.00,-9.40,1.00,0.04,0.36,0.01,0.10,0.28,119.76,196678.00,4.00,9.00
Green River,Swallow My Pride,45.00,0.35,0.87,4.00,-11.48,1.00,0.09,0.42,0.01,0.76,0.19,127.44,179800.00,4.00,10.00
BREIMEN,Ëâ≤ÁúºÈè°,43.00,0.58,0.86,5.00,-6.04,1.00,0.22,0.03,0.01,0.55,0.56,108.07,255195.00,4.00,9.00
Warren Zevon,"Lawyers, Guns and Money - 2007 Remaster",61.00,0.64,0.78,9.00,-6.68,1.00,0.04,0.07,0.01,0.06,0.75,94.23,210480.00,4.00,10.00
Trobar de Morte,Summoning the Gods,44.00,0.36,0.40,0.00,-10.72,0.00,0.03,0.01,0.51,0.16,0.06,150.07,255348.00,4.00,8.00
Skold,Small World,38.00,0.39,0.93,9.00,-3.64,1.00,0.44,0.11,0.01,0.16,0.29,170.31,296471.00,4.00,8.00
Friday Pilots Club,I Don't Care,40.00,0.58,0.57,8.00,-5.42,1.00,0.08,0.21,0.01,0.29,0.78,184.06,233630.00,4.00,10.00
Orchards,Butterfly,46.00,0.59,0.93,7.00,-4.70,1.00,0.07,0.01,0.01,0.07,0.56,100.00,207882.00,4.00,10.00
C.M.L.,Million Dolla Steppaz,2.00,0.64,0.83,11.00,-7.85,0.00,0.28,0.13,0.01,0.33,0.89,171.93,212093.00,4.00,5.00
Jimmy Rogers,That's All Right - Single Version,35.00,0.51,0.25,4.00,-13.41,1.00,0.03,0.64,0.01,0.29,0.50,74.28,170373.00,4.00,2.00
Itay Levi,◊î◊©◊§◊ô◊ï◊™ ◊©◊ú◊ô,48.00,0.69,0.33,2.00,-11.66,0.00,0.04,0.54,0.01,0.09,0.35,131.91,185640.00,4.00,9.00
Jelly Roll,Promise,55.00,0.45,0.68,11.00,-8.77,1.00,0.03,0.01,0.01,0.23,0.32,164.99,206545.00,4.00,10.00
"Arvo Pärt, English Chamber Orchestra, Nigel Short",Summa,0.00,0.17,0.02,7.00,-30.35,0.00,0.05,0.98,0.91,0.24,0.08,99.95,5.01,3.00,7.00
Nate Fredrick,Paducah,45.00,0.54,0.53,2.00,-7.43,0.00,0.03,0.05,0.01,0.13,0.25,139.92,210614.00,4.00,1.00
Crystal Castles,Vanished,63.00,0.71,0.87,0.00,-6.64,0.00,0.03,0.01,0.01,0.23,0.64,119.98,242960.00,4.00,6.00
Kutiman,Sakla Beni,23.00,0.46,0.51,5.00,-11.22,0.00,0.03,0.01,0.03,0.11,0.77,154.00,280603.00,3.00,6.00
Doja Cat,Need To Know,86.00,0.66,0.61,1.00,-6.51,1.00,0.07,0.30,0.01,0.09,0.19,130.04,3.51,4.00,9.00
bbrainz,beta,27.00,0.74,0.77,1.00,-6.75,1.00,0.10,0.01,0.52,0.10,0.65,160.32,104928.00,4.00,6.00
Flaming Wrekage,Running Blind,32.00,0.47,0.97,0.00,-3.28,1.00,0.08,0.01,0.85,0.41,0.18,99.99,322062.00,4.00,8.00
Mukesh,Kisi Ki Muskurahaton Se,36.00,0.39,0.30,0.00,-13.40,0.00,0.05,0.75,0.01,0.07,0.84,207.81,4.49,4.00,3.00
Manna Dey,Mat Ro Mata Lal Tere,4.00,0.46,0.58,5.00,-9.57,1.00,0.06,0.90,0.01,0.10,0.77,103.70,3.99,4.00,3.00
Gary Clark Jr.,Shake,35.00,0.33,0.92,11.00,-3.04,1.00,0.04,0.01,0.06,0.16,0.75,192.91,197813.00,4.00,2.00
Joe Bonamassa,Royal Tea,41.00,0.56,0.82,10.00,-4.38,0.00,0.04,0.01,0.01,0.14,0.55,121.45,268733.00,3.00,2.00
Paulo Mendonca,Just in case,37.00,0.54,0.97,6.00,-2.62,0.00,0.09,0.43,0.01,0.08,0.81,84.88,239575.00,4.00,10.00
The Pharcyde,Passin' Me By,69.00,0.76,0.76,4.00,-8.15,0.00,0.27,0.09,0.01,0.27,0.61,87.06,303493.00,4.00,5.00
Samantha Fish,Nearer to You,33.00,0.51,0.49,2.00,-7.48,0.00,0.03,0.06,0.01,0.09,0.51,146.20,204000.00,3.00,2.00
Simon & Garfunkel,America,64.00,0.26,0.24,2.00,-15.96,1.00,0.04,0.55,0.01,0.08,0.28,178.45,3.59,3.00,11.00
London Grammar,Lose Your Head,0.00,0.56,0.71,6.00,-7.26,1.00,0.06,0.38,0.19,0.20,0.47,98.01,199996.00,4.00,9.00
Biffy Clyro,Instant History - Single Version,54.00,0.59,0.76,8.00,-3.78,0.00,0.03,0.01,0.01,0.65,0.41,133.01,197912.00,4.00,10.00
"nothing,nowhere.",fake friend,64.00,0.47,0.85,4.00,-3.74,1.00,0.03,0.01,0.01,0.10,0.31,144.07,169451.00,4.00,10.00
Fortisakharof,◊†◊¢◊ú◊ô◊ô◊ù,26.00,0.62,0.72,9.00,-13.22,1.00,0.04,0.01,0.01,0.07,0.68,96.81,274000.00,4.00,10.00
New Order,Blue Monday - 2016 Remaster,67.00,0.79,0.70,0.00,-9.55,1.00,0.06,0.01,0.88,0.08,0.86,130.27,450800.00,4.00,10.00
Dirkschneider & The Old Gang,Face of a Stranger,50.00,0.58,0.85,11.00,-4.13,0.00,0.03,0.01,0.01,0.48,0.58,119.98,297227.00,4.00,8.00
Hyro The Hero,We Believe (feat. David Draiman),49.00,0.51,0.87,2.00,-4.90,0.00,0.21,0.01,0.01,0.06,0.20,149.82,198358.00,4.00,10.00
Burna Boy,Onyeka (Baby),57.00,0.83,0.69,2.00,-5.21,1.00,0.08,0.16,0.01,0.10,0.30,102.03,202147.00,4.00,9.00
The National,Light Years,63.00,0.54,0.32,4.00,-11.67,1.00,0.03,0.95,0.67,0.10,0.18,124.95,213373.00,4.00,6.00
Iggy Pop,Real Wild Child (Wild One),63.00,0.59,0.85,4.00,-11.75,1.00,0.03,0.02,0.10,0.15,0.97,146.21,218307.00,4.00,10.00
Albert Cummings,Up Your Sleeve - Live,28.00,0.31,0.76,8.00,-9.61,1.00,0.06,0.01,0.02,0.11,0.66,124.69,324441.00,4.00,2.00
Folamour,Lost In Space (feat. SG Lewis),57.00,0.67,0.65,8.00,-6.87,0.00,0.38,0.02,0.01,0.04,0.51,120.63,143947.00,4.00,6.00
Mr. Breathless,Sugaree,30.00,0.52,0.87,0.00,-7.58,1.00,0.03,0.08,0.01,0.15,0.90,145.29,188080.00,4.00,10.00
Delta Spirit,To Ramona,30.00,0.58,0.21,1.00,-10.51,1.00,0.03,0.84,0.01,0.10,0.22,115.11,308419.00,3.00,6.00
The Kills,Cheap And Cheerful - Sebastian remix,43.00,0.59,0.78,8.00,-5.88,1.00,0.25,0.01,0.01,0.13,0.27,128.97,356400.00,4.00,1.00
Smino,MLK Dr,49.00,0.60,0.92,6.00,-4.79,0.00,0.32,0.69,0.01,0.20,0.54,127.90,90475.00,4.00,5.00
Shordie Shordie,LOVE (feat. Trippie Redd),53.00,0.76,0.61,6.00,-6.17,0.00,0.05,0.02,0.01,0.11,0.48,129.01,255093.00,4.00,5.00
Biffy Clyro,Bubbles,0.00,0.35,0.72,3.00,-5.89,1.00,0.03,0.01,0.01,0.11,0.20,147.34,301080.00,4.00,6.00
Zeev Tene,Beirut,18.00,0.76,0.71,2.00,-11.09,1.00,0.03,0.01,0.01,0.12,0.88,99.03,149813.00,4.00,6.00
Scorpions,Wind Of Change,78.00,0.45,0.52,0.00,-10.11,1.00,0.04,0.32,0.01,0.10,0.25,151.51,312360.00,4.00,10.00
Lera Lynn,Shape Shifter,34.00,0.81,0.68,11.00,-8.30,0.00,0.03,0.01,0.08,0.12,0.96,130.04,231227.00,4.00,10.00
Neil Young,Old Man - 2009 Remaster,67.00,0.70,0.24,4.00,-15.29,0.00,0.04,0.43,0.01,0.10,0.44,141.32,3.37,4.00,11.00
The Wannadies,Hit,27.00,0.34,0.89,7.00,-4.40,1.00,0.06,0.01,0.01,0.21,0.29,159.12,142147.00,4.00,6.00
